"short_point_id","full_point_id","state","month","day","year","visit","observer","genus","species","flowers_or_inflorescences","flowers","stems","flowers_per_stem","Notes/Photos","common_name","survey"
"priv008","mo_priv008","mo",7,22,2024,4,"WB","Daucus","sp.","flowers",8840,"n/a","285","none",NA,"mo_priv008_v4_y2024"
"priv008","mo_priv008","mo",7,22,2024,4,"WB","Trifolium","pratense","inflorescences",179,"179","n/a","none","redclover","mo_priv008_v4_y2024"
"priv008","mo_priv008","mo",7,22,2024,4,"WB","Erigeron","sp.","flowers",213,"n/a","n/a","none",NA,"mo_priv008_v4_y2024"
"priv008","mo_priv008","mo",7,22,2024,4,"WB","Dianthus","armeria","flowers",6,"n/a","n/a","none","deptford pink","mo_priv008_v4_y2024"
"priv008","mo_priv008","mo",7,22,2024,4,"WB","Trifolium","repens","inflorescences",10,"10","n/a","none","whiteclover","mo_priv008_v4_y2024"
"priv008","mo_priv008","mo",7,22,2024,4,"WB","Oxalis","sp.","flowers",4,"n/a","n/a","none",NA,"mo_priv008_v4_y2024"
"priv008","mo_priv008","mo",7,22,2024,4,"WB","Vernonia","sp.","flowers",149,"n/a","n/a","none",NA,"mo_priv008_v4_y2024"
"priv008","mo_priv008","mo",7,22,2024,4,"WB","Trifolium","sp.","flowers",14,"n/a","n/a","none",NA,"mo_priv008_v4_y2024"
"priv008","mo_priv008","mo",7,22,2024,4,"WB","Solanum","carolinense","flowers",1,"n/a","n/a","none","carolina horsenettle","mo_priv008_v4_y2024"
"priv008","mo_priv008","mo",7,22,2024,4,"WB","Prunella","sp.","flowers",9,"n/a","n/a","none",NA,"mo_priv008_v4_y2024"
"priv009","mo_priv009","mo",7,22,2024,4,"IS","Lotus","sp.","flowers",868,"n/a","n/a","none",NA,"mo_priv009_v4_y2024"
"priv009","mo_priv009","mo",7,22,2024,4,"IS","Trifolium","pratense","inflorescences",456,"456","n/a","none","redclover","mo_priv009_v4_y2024"
"priv009","mo_priv009","mo",7,22,2024,4,"IS","Trifolium","repens","inflorescences",63,"63","n/a","none","whiteclover","mo_priv009_v4_y2024"
"priv009","mo_priv009","mo",7,22,2024,4,"IS","Ruellia","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv009_v4_y2024"
"priv009","mo_priv009","mo",7,22,2024,4,"IS","Erigeron","sp.","flowers",7,"n/a","n/a","none",NA,"mo_priv009_v4_y2024"
"priv009","mo_priv009","mo",7,22,2024,4,"IS","Daucus","sp.","flowers",1080,"2","540","none",NA,"mo_priv009_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Vernonia","sp.","flowers",105,"5","21","none",NA,"mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Trifolium","repens","inflorescences",91,"91","n/a","none","whiteclover","mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Trifolium","pratense","inflorescences",5,"5","n/a","none","redclover","mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Verbena","hastata","flowers",32,"n/a","n/a","none","blue vervain","mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Rudbeckia","sp.","flowers",13,"n/a","n/a","none",NA,"mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Croton","capitatus","flowers",430,"n/a","n/a","none","woolycroton","mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Lotus","sp.","flowers",29,"n/a","n/a","none",NA,"mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Teucrium","sp.","flowers",14,"n/a","n/a","none","american germander","mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Solanum","carolinense","flowers",4,"n/a","n/a","none","carolina horsenettle","mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Oxalis","sp.","flowers",57,"n/a","n/a","none","uprightyellowwoodsorrell","mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Erigeron","sp.","flowers",42,"n/a","n/a","none",NA,"mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Ruellia","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Asclepias","verticillata","flowers",23,"n/a","n/a","none","whorrelledmilkweed","mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Pycnanthemum","sp.","flowers",72,"n/a","n/a","none",NA,"mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Trifolium","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv010_v4_y2024"
"priv010","mo_priv010","mo",7,22,2024,4,"IS","Medicago","sp.","inflorescences",15,"15","n/a","none",NA,"mo_priv010_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Erigeron","sp.","flowers",955,"n/a","n/a","none",NA,"mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Trifolium","pratense","flowers",1099,"n/a","n/a","none","redclover","mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Trifolium","repens","flowers",220,"n/a","n/a","none","whiteclover","mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Croton","capitatus","flowers",146,"n/a","n/a","none","woolycroton","mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Rudbeckia","sp.","flowers",10,"n/a","n/a","none",NA,"mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Chamaecrista","fasciculata","flowers",3,"n/a","n/a","none","partridgepea","mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Prunella","sp.","flowers",54,"n/a","n/a","none",NA,"mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Medicago","sp.","flowers",22,"n/a","n/a","none",NA,"mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Lotus","sp.","flowers",101,"n/a","n/a","none",NA,"mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Daucus","sp.","flowers",3855,"n/a","385","none",NA,"mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Oxalis","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Hypericum","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Leucanthemum","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv011_v4_y2024"
"priv011","mo_priv011","mo",7,22,2024,4,"WB","Dianthus","sp.","flowers",3,"n/a","n/a","none",NA,"mo_priv011_v4_y2024"
"priv012","mo_priv012","mo",7,22,2024,4,"IS","Trifolium","repens","inflorescences",10,"10","n/a","none","whiteclover","mo_priv012_v4_y2024"
"priv012","mo_priv012","mo",7,22,2024,4,"IS","Lotus","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv012_v4_y2024"
"priv012","mo_priv012","mo",7,22,2024,4,"IS","Trifolium","pratense","flowers",6,"n/a","n/a","none","redclover","mo_priv012_v4_y2024"
"priv012","mo_priv012","mo",7,22,2024,4,"IS","Erigeron","sp.","flowers",31,"n/a","n/a","none",NA,"mo_priv012_v4_y2024"
"priv014","mo_priv014","mo",7,23,2024,4,"IS","Trifolium","repens","inflorescences",193,"193","n/a","none","whiteclover","mo_priv014_v4_y2024"
"priv014","mo_priv014","mo",7,23,2024,4,"IS","Trifolium","pratense","inflorescences",1,"1","n/a","none","redclover","mo_priv014_v4_y2024"
"priv014","mo_priv014","mo",7,23,2024,4,"IS","Solanum","carolinense","flowers",8,"n/a","n/a","none","carolina horsenettle","mo_priv014_v4_y2024"
"priv015","mo_priv015","mo",7,23,2024,4,"WB","Trifolium","pratense","inflorescences",203,"203","n/a","none","redclover","mo_priv015_v4_y2024"
"priv015","mo_priv015","mo",7,23,2024,4,"WB","Trifolium","repens","inflorescences",8,"8","n/a","none","whiteclover","mo_priv015_v4_y2024"
"priv015","mo_priv015","mo",7,23,2024,4,"WB","Dianthus","armeria","flowers",6,"n/a","n/a","none","deptford pink","mo_priv015_v4_y2024"
"priv015","mo_priv015","mo",7,23,2024,4,"WB","Erigeron","sp.","flowers",6,"n/a","n/a","none",NA,"mo_priv015_v4_y2024"
"priv015","mo_priv015","mo",7,23,2024,4,"WB","Rudbeckia","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv015_v4_y2024"
"priv015","mo_priv015","mo",7,23,2024,4,"WB","Daucus","sp.","flowers",950,"n/a","n/a","none",NA,"mo_priv015_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Coreopsis","sp.","flowers",174,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Coreopsis","sp.","flowers",5,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Echinacea","sp.","flowers",9,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Euphorbia","sp.","flowers",18,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Ratibida","sp.","flowers",5,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Eryngium","sp.","flowers",12774,"n/a","74","none","rattlesnakemaster","mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Rudbeckia","sp.","flowers",24,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Mimosa","sp.","flowers",3,"3","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Apocynum","sp.","flowers",5,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Liatris","sp.","flowers",10080,"15","672","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Pycnanthemum","sp.","flowers",401,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Calystegia","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Coreopsis","sp.","flowers",48,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Daucus","sp.","flowers",27648,"64","432","none",NA,"mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Chamaecrista","fasciculata","flowers",9,"n/a","n/a","none","partridgepea","mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Trifolium","pratense","inflorescences",5,"5","n/a","none","redclover","mo_priv016_v4_y2024"
"priv016","mo_priv016","mo",7,23,2024,4,"IS","Erigeron","sp.","flowers",19,"n/a","n/a","none",NA,"mo_priv016_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Pycnanthemum","sp.","flowers",172,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Trifolium","pratense","inflorescences",38,"38","n/a","none","redclover","mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Rudbeckia","sp.","flowers",17,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Leucanthemum","sp.","flowers",3,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Erigeron","sp.","flowers",18,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Coreopsis","sp.","flowers",102,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Heliopsis","sp.","flowers",32,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Euphorbia","sp.","flowers",134,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Ratibida","sp.","flowers",3,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Vernonia","sp.","flowers",186,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Monarda","sp.","flowers",26,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Ruellia","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Rudbeckia","sp.","flowers",8,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Ratibida","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Trifolium","sp.","inflorescences",3,"3","n/a","none",NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo",7,23,2024,4,"WB","Asclepias","verticillata","flowers",288,"n/a","n/a","none",NA,"mo_priv018_v4_y2024"
"priv017","mo_priv017","mo",7,23,2024,4,"IS","Rudbeckia","sp.","flowers",14,"n/a","n/a","none",NA,"mo_priv017_v4_y2024"
"priv017","mo_priv017","mo",7,23,2024,4,"IS","Erigeron","sp.","flowers",244,"n/a","n/a","none",NA,"mo_priv017_v4_y2024"
"priv017","mo_priv017","mo",7,23,2024,4,"IS","Euphorbia","sp.","flowers",93,"n/a","n/a","none",NA,"mo_priv017_v4_y2024"
"priv017","mo_priv017","mo",7,23,2024,4,"IS","Heliopsis","sp.","flowers",3,"n/a","n/a","none",NA,"mo_priv017_v4_y2024"
"priv017","mo_priv017","mo",7,23,2024,4,"IS","Chamaecrista","sp.","flowers",17,"n/a","n/a","none","partridgepea","mo_priv017_v4_y2024"
"priv017","mo_priv017","mo",7,23,2024,4,"IS","Pycnanthemum","sp.","flowers",207,"n/a","n/a","none",NA,"mo_priv017_v4_y2024"
"priv017","mo_priv017","mo",7,23,2024,4,"IS","Dianthus","armeria","flowers",1,"n/a","n/a","none","deptford pink","mo_priv017_v4_y2024"
"priv036","mo_priv036","mo",7,24,2024,3,"WB","Croton","capitatus","flowers",11,"n/a","n/a","none","woolycroton","mo_priv036_v3_y2024"
"priv036","mo_priv036","mo",7,24,2024,3,"WB","Ipomea","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv036_v3_y2024"
"priv036","mo_priv036","mo",7,24,2024,3,"WB","Erigeron","sp.","flowers",15,"n/a","n/a","none",NA,"mo_priv036_v3_y2024"
"priv037","mo_priv037","mo",7,24,2024,3,"IS","Coreopsis","sp.","flowers",4,"n/a","n/a","none",NA,"mo_priv037_v3_y2024"
"priv038","mo_priv038","mo",7,24,2024,3,"WB","Trifolium","pratense","inflorescences",902,"902","n/a","none","redclover","mo_priv038_v3_y2024"
"priv038","mo_priv038","mo",7,24,2024,3,"WB","Erigeron","sp.","flowers",120,"n/a","n/a","none",NA,"mo_priv038_v3_y2024"
"priv038","mo_priv038","mo",7,24,2024,3,"WB","Rudbeckia","sp.","flowers",6,"n/a","n/a","none",NA,"mo_priv038_v3_y2024"
"priv035","mo_priv035","mo",7,25,2024,4,"WB","Solanum","carolinense","flowers",7,"n/a","n/a","none","carolina horsenettle","mo_priv035_v4_y2024"
"priv035","mo_priv035","mo",7,25,2024,4,"WB","Calystegia","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv035_v4_y2024"
"priv039","mo_priv039","mo",7,25,2024,4,"WB","Trifolium","pratense","inflorescences",49,"49","n/a","none","redclover","mo_priv039_v4_y2024"
"priv039","mo_priv039","mo",7,25,2024,4,"WB","Daucus","sp.","flowers",104,"n/a","n/a","none",NA,"mo_priv039_v4_y2024"
"priv039","mo_priv039","mo",7,25,2024,4,"WB","Taraxacum","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv039_v4_y2024"
"priv039","mo_priv039","mo",7,25,2024,4,"WB","Ratibida","sp.","flowers",38,"n/a","n/a","none",NA,"mo_priv039_v4_y2024"
"priv039","mo_priv039","mo",7,25,2024,4,"WB","Chamaecrista","fasciculata","flowers",3,"n/a","n/a","none","partridgepea","mo_priv039_v4_y2024"
"priv039","mo_priv039","mo",7,25,2024,4,"WB","Cichorium","sp.","flowers",8,"n/a","n/a","none",NA,"mo_priv039_v4_y2024"
"priv039","mo_priv039","mo",7,25,2024,4,"WB","Rudbeckia","sp.","flowers",29,"n/a","n/a","none",NA,"mo_priv039_v4_y2024"
"priv039","mo_priv039","mo",7,25,2024,4,"WB","Coreopsis","sp.","flowers",10,"n/a","n/a","none",NA,"mo_priv039_v4_y2024"
"priv039","mo_priv039","mo",7,25,2024,4,"WB","Heliopsis","sp.","flowers",4,"n/a","n/a","none",NA,"mo_priv039_v4_y2024"
"priv039","mo_priv039","mo",7,25,2024,4,"WB","Erigeron","sp.","flowers",6,"n/a","n/a","none",NA,"mo_priv039_v4_y2024"
"priv040","mo_priv040","mo",7,25,2024,4,"IS","Ratibida","sp.","flowers",79,"n/a","n/a","none",NA,"mo_priv040_v4_y2024"
"priv040","mo_priv040","mo",7,25,2024,4,"IS","Heliopsis","sp.","flowers",104,"n/a","n/a","none",NA,"mo_priv040_v4_y2024"
"priv040","mo_priv040","mo",7,25,2024,4,"IS","Hypericum","sp.","flowers",6,"n/a","n/a","none",NA,"mo_priv040_v4_y2024"
"priv040","mo_priv040","mo",7,25,2024,4,"IS","Ratibida","sp.","flowers",4,"n/a","n/a","none",NA,"mo_priv040_v4_y2024"
"priv040","mo_priv040","mo",7,25,2024,4,"IS","Trifolium","pratense","inflorescences",160,"160","n/a","none","redclover","mo_priv040_v4_y2024"
"priv040","mo_priv040","mo",7,25,2024,4,"IS","Dianthus","armeria","flowers",4,"n/a","n/a","none","deptford pink","mo_priv040_v4_y2024"
"priv040","mo_priv040","mo",7,25,2024,4,"IS","Desmodium","sp.","flowers",9,"n/a","n/a","none",NA,"mo_priv040_v4_y2024"
"priv041","mo_priv041","mo",7,25,2024,4,"IS","Heliopsis","sp.","flowers",15,"n/a","n/a","none",NA,"mo_priv041_v4_y2024"
"priv041","mo_priv041","mo",7,25,2024,4,"IS","Erigeron","sp.","flowers",597,"n/a","n/a","none",NA,"mo_priv041_v4_y2024"
"priv041","mo_priv041","mo",7,25,2024,4,"IS","Convolvulus","sp.","flowers",28,"n/a","n/a","none",NA,"mo_priv041_v4_y2024"
"priv041","mo_priv041","mo",7,25,2024,4,"IS","Vernonia","sp.","flowers",598,"46","13","none",NA,"mo_priv041_v4_y2024"
"priv041","mo_priv041","mo",7,25,2024,4,"IS","Rudbeckia","sp.","flowers",30,"n/a","n/a","none","brown-eyed susan","mo_priv041_v4_y2024"
"priv041","mo_priv041","mo",7,25,2024,4,"IS","Ratibida","sp.","flowers",7,"n/a","n/a","none",NA,"mo_priv041_v4_y2024"
"priv041","mo_priv041","mo",7,25,2024,4,"IS","Solanum","carolinense","flowers",3,"n/a","n/a","none","carolina horsenettle","mo_priv041_v4_y2024"
"priv041","mo_priv041","mo",7,25,2024,4,"IS","Cichorium","sp.","flowers",5,"n/a","n/a","none",NA,"mo_priv041_v4_y2024"
"priv041","mo_priv041","mo",7,25,2024,4,"IS","Dianthus","armeria","flowers",1,"n/a","n/a","none","deptford pink","mo_priv041_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Erigeron","sp.","flowers",924,"n/a","n/a","none",NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Ratibida","sp.","flowers",40,"n/a","n/a","none",NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Ratibida","sp.","flowers",25,"n/a","n/a","none",NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Rudbeckia","sp.","flowers",179,"n/a","n/a","none",NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Chamaecrista","fasciculata","flowers",204,"n/a","n/a","none","partridgepea","mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Trifolium","repens","inflorescences",26,"26","n/a","none","whiteclover","mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Dianthus","armeria","flowers",9,"n/a","n/a","none","deptford pink","mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Trifolium","pratense","inflorescences",25,"25","n/a","none","redclover","mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Desmodium","sp.","flowers",17,"n/a","n/a","none",NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Verbena","urticifolia","flowers",553,"n/a","n/a","none","whitevervain","mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Phytolacca","sp.","flowers",10,"n/a","n/a","none","pokeweed","mo_priv042_v4_y2024"
"priv042","mo_priv042","mo",7,25,2024,4,"WB","Verbena","hastata","flowers",210,"35","6","none","blue vervain","mo_priv042_v4_y2024"
"priv001","mo_priv001","mo",7,29,2024,4,"WB","Ratibida","sp.","flowers",148,"n/a","n/a","none",NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo",7,29,2024,4,"WB","Vernonia","baldwinii","flowers",476,"17","28","none","westernironweed","mo_priv001_v4_y2024"
"priv001","mo_priv001","mo",7,29,2024,4,"WB","Coreopsis","sp.","flowers",3,"n/a","n/a","none",NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo",7,29,2024,4,"WB","Heliopsis","sp.","flowers",7,"n/a","n/a","none",NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo",7,29,2024,4,"WB","Trifolium","pratense","inflorescences",3,"3","n/a","none","redclover","mo_priv001_v4_y2024"
"priv001","mo_priv001","mo",7,29,2024,4,"WB","Pycnanthemum","sp.","flowers",104,"n/a","n/a","none",NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo",7,29,2024,4,"WB","Dianthus","armeria","flowers",4,"n/a","n/a","none","deptford pink","mo_priv001_v4_y2024"
"priv001","mo_priv001","mo",7,29,2024,4,"WB","Chamaecrista","fasciculata","flowers",4,"n/a","n/a","none","partridgepea","mo_priv001_v4_y2024"
"priv001","mo_priv001","mo",7,29,2024,4,"WB","Prunella","sp.","flowers",11,"n/a","n/a","none",NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo",7,29,2024,4,"WB","Euphorbia","sp.","flowers",280,"n/a","n/a","none",NA,"mo_priv001_v4_y2024"
"priv002","mo_priv002","mo",7,29,2024,4,"IS","Ratibida","sp.","flowers",422,"n/a","n/a","none","roundconeflower","mo_priv002_v4_y2024"
"priv002","mo_priv002","mo",7,29,2024,4,"IS","Monarda","sp.","flowers",3,"n/a","n/a","none",NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo",7,29,2024,4,"IS","Pycnanthemum","sp.","flowers",69,"n/a","n/a","none",NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo",7,29,2024,4,"IS","Heliopsis","sp.","flowers",16,"n/a","n/a","none",NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo",7,29,2024,4,"IS","Trifolium","pratense","flowers",118,"16","n/a","none","redclover","mo_priv002_v4_y2024"
"priv002","mo_priv002","mo",7,29,2024,4,"IS","Erigeron","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo",7,29,2024,4,"IS","Chamaecrista","fasciculata","flowers",2,"n/a","n/a","none","partridgepea","mo_priv002_v4_y2024"
"priv002","mo_priv002","mo",7,29,2024,4,"IS","Dianthus","armeria","flowers",2,"n/a","n/a","none","deptford pink","mo_priv002_v4_y2024"
"priv002","mo_priv002","mo",7,29,2024,4,"IS","Desmodium","sp.","flowers",13,"n/a","n/a","none",NA,"mo_priv002_v4_y2024"
"priv003","mo_priv003","mo",7,29,2024,4,"IS","Erigeron","sp.","flowers",10,"n/a","n/a","none",NA,"mo_priv003_v4_y2024"
"priv003","mo_priv003","mo",7,29,2024,4,"IS","Daucus","sp.","flowers",15860,"n/a","416","none",NA,"mo_priv003_v4_y2024"
"priv003","mo_priv003","mo",7,29,2024,4,"IS","Ratibida","sp.","flowers",25,"n/a","n/a","none","roundconeflower","mo_priv003_v4_y2024"
"priv003","mo_priv003","mo",7,29,2024,4,"IS","Trifolium","pratense","inflorescences",49,"49","n/a","none","redclover","mo_priv003_v4_y2024"
"priv003","mo_priv003","mo",7,29,2024,4,"IS","Vernonia","baldwinii","flowers",42,"3","14","none","Western ironweed","mo_priv003_v4_y2024"
"priv003","mo_priv003","mo",7,29,2024,4,"IS","Securigera","sp.","flowers",28,"n/a","n/a","none",NA,"mo_priv003_v4_y2024"
"priv003","mo_priv003","mo",7,29,2024,4,"IS","Rudbeckia","sp.","flowers",2,"n/a","n/a","none",NA,"mo_priv003_v4_y2024"
"priv003","mo_priv003","mo",7,29,2024,4,"IS","Ruellia","sp.","flowers",3,"n/a","n/a","none","hairyruellia","mo_priv003_v4_y2024"
"priv013","mo_priv013","mo",7,29,2024,4,"WB","Kummerowia","sp.","flowers",7,"n/a","n/a","none",NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo",7,29,2024,4,"WB","Rudbeckia","sp.","flowers",71,"n/a","n/a","none",NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo",7,29,2024,4,"WB","Ratibida","sp.","flowers",12,"n/a","n/a","none",NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo",7,29,2024,4,"WB","Heliopsis","sp.","flowers",13,"n/a","n/a","none",NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo",7,29,2024,4,"WB","Ratibida","sp.","flowers",5,"n/a","n/a","none","roundconeflower","mo_priv013_v4_y2024"
"priv013","mo_priv013","mo",7,29,2024,4,"WB","Echinacea","sp.","flowers",1,"n/a","n/a","none",NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo",7,29,2024,4,"WB","Erigeron","sp.","flowers",16,"n/a","n/a","none",NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo",7,29,2024,4,"WB","Erigeron","sp.","flowers",113,"n/a","n/a","none",NA,"mo_priv013_v4_y2024"
"priv043","mo_priv043","mo",7,29,2024,4,"WB","none","none","none",0,"0","0","none","none","mo_priv043_v4_y2024"
"priv004","mo_priv004","mo",7,30,2024,4,"WB","Lotus","corniculatus","flowers",2877,"n/a","n/a","none","bird's foot trefoil","mo_priv004_v4_y2024"
"priv004","mo_priv004","mo",7,30,2024,4,"WB","Ratibida","sp.","flowers",108,"n/a","n/a","none","roundconeflower","mo_priv004_v4_y2024"
"priv004","mo_priv004","mo",7,30,2024,4,"WB","Heliopsis","sp.","flowers",17,"n/a","n/a","none",NA,"mo_priv004_v4_y2024"
