"short_point_id","full_point_id","state","conservation_practice","treatment_status","month","day","year","visit","time","observer","temp_f","wind","cloud","morphospecies","distance","behavior","Associated Vegetation","Identification Notes","NOBO Detected?","Notes","<- gray columns not cleaned","survey"
"priv017","mo_priv017","mo","wildlife_hab_planting","post",7,23,2024,4,1035,"WB",79,2,0,"BUTT","5","F","none",NA,"see veg survey",NA,NA,"mo_priv017_v4_y2024"
"priv017","mo_priv017","mo","wildlife_hab_planting","post",7,23,2024,4,1035,"WB",79,2,0,"BUTT","1.5","F","none","Pieridae","see veg survey",NA,NA,"mo_priv017_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"BB","0.25","F","none",NA,"see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"SBB","3.25","N","Coreopsis",NA,"see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"MNB","2.5","N","Coreopsis",NA,"see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"BB","2.75","F","none",NA,"see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"BUTT","0.25","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"MNB","0","R","observer",NA,"see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"CB","0.25","F","none",NA,"see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"BUTT","0.5","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"CB","0.5","F","none",NA,"see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"BUTT","2","F","none","Pieridae","see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"MNB","0","R","observer",NA,"see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv018","mo_priv018","mo","wildlife_hab_planting","post",7,23,2024,4,1111,"IS",81,2,0,"SGB","0.25","R","grass",NA,"see veg survey",NA,NA,"mo_priv018_v4_y2024"
"priv036","mo_priv036","mo","wildlife_hab_planting","early post (just planted in spring)",7,24,2024,3,1114,"IS",84,2,0,"BUTT","6.5","F","none","Pieridae","see veg survey",NA,NA,"mo_priv036_v3_y2024"
"priv037","mo_priv037","mo","wildlife_hab_planting","early post (just planted in spring)",7,24,2024,3,1230,"WB",86,0,0,"BUTT","0.5","F","none",NA,"see veg survey",NA,NA,"mo_priv037_v3_y2024"
"priv038","mo_priv038","mo","wildlife_hab_planting","early post (just planted in spring)",7,24,2024,3,1400,"IS",87,3,25,"BB","1","N","red clover",NA,"see veg survey",NA,NA,"mo_priv038_v3_y2024"
"priv038","mo_priv038","mo","wildlife_hab_planting","early post (just planted in spring)",7,24,2024,3,1400,"IS",87,3,25,"BUTT","5.75","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv038_v3_y2024"
"priv038","mo_priv038","mo","wildlife_hab_planting","early post (just planted in spring)",7,24,2024,3,1400,"IS",87,3,25,"MNB","0.75","N","red clover",NA,"see veg survey",NA,NA,"mo_priv038_v3_y2024"
"priv038","mo_priv038","mo","wildlife_hab_planting","early post (just planted in spring)",7,24,2024,3,1400,"IS",87,3,25,"BUTT","4.25","F","none","skipper","see veg survey",NA,NA,"mo_priv038_v3_y2024"
"priv038","mo_priv038","mo","wildlife_hab_planting","early post (just planted in spring)",7,24,2024,3,1400,"IS",87,3,25,"BUTT","0.25","N","red clover","Nymphalidae","see veg survey",NA,NA,"mo_priv038_v3_y2024"
"priv038","mo_priv038","mo","wildlife_hab_planting","early post (just planted in spring)",7,24,2024,3,1400,"IS",87,3,25,"MNB","0.5","N","red clover",NA,"see veg survey",NA,NA,"mo_priv038_v3_y2024"
"priv038","mo_priv038","mo","wildlife_hab_planting","early post (just planted in spring)",7,24,2024,3,1400,"IS",87,3,25,"BUTT","0.75","N","red clover","skipper","see veg survey",NA,NA,"mo_priv038_v3_y2024"
"priv038","mo_priv038","mo","wildlife_hab_planting","early post (just planted in spring)",7,24,2024,3,1400,"IS",87,3,25,"BUTT","1","R","forb","Nymphalidae","see veg survey",NA,NA,"mo_priv038_v3_y2024"
"priv035","mo_priv035","mo","wildlife_hab_planting","pre",7,25,2024,4,1037,"IS",83,1,0,"BUTT","3.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv035_v4_y2024"
"priv035","mo_priv035","mo","wildlife_hab_planting","pre",7,25,2024,4,1037,"IS",83,1,0,"SGB","0","R","water jug",NA,"see veg survey",NA,NA,"mo_priv035_v4_y2024"
"priv039","mo_priv039","mo","wildlife_hab_planting","post",7,25,2024,4,1154,"IS",88,1,0,"CB","0.25","F","none",NA,"see veg survey",NA,NA,"mo_priv039_v4_y2024"
"priv039","mo_priv039","mo","wildlife_hab_planting","post",7,25,2024,4,1154,"IS",88,1,0,"BUTT","0.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv039_v4_y2024"
"priv039","mo_priv039","mo","wildlife_hab_planting","post",7,25,2024,4,1154,"IS",88,1,0,"BUTT","0.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv039_v4_y2024"
"priv040","mo_priv040","mo","wildlife_hab_planting","post",7,25,2024,4,1130,"WB",87,1,0,"BUTT","4","N","red clover",NA,"see veg survey",NA,NA,"mo_priv040_v4_y2024"
"priv040","mo_priv040","mo","wildlife_hab_planting","post",7,25,2024,4,1130,"WB",87,1,0,"BUTT","1","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv040_v4_y2024"
"priv040","mo_priv040","mo","wildlife_hab_planting","post",7,25,2024,4,1130,"WB",87,1,0,"SBB","0.75","N","Heliopsis",NA,"see veg survey",NA,NA,"mo_priv040_v4_y2024"
"priv040","mo_priv040","mo","wildlife_hab_planting","post",7,25,2024,4,1130,"WB",87,1,0,"BUTT","0.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv040_v4_y2024"
"priv041","mo_priv041","mo","wildlife_hab_planting","post",7,25,2024,4,1225,"WB",88,2,0,"BUTT","0.5","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv041_v4_y2024"
"priv041","mo_priv041","mo","wildlife_hab_planting","post",7,25,2024,4,1225,"WB",88,2,0,"BUTT","4","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv041_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","3.25","F","none","Pieridae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","2.75","F","none","Pieridae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","4","F","none","Pieridae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","4.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.25","F","none",NA,"see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.25","F","none","Pieridae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.25","F","none","Pieridae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.25","F","none","Pieridae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","2.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","1.25","R","forb","Pieridae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","4.75","F","none","Pieridae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.25","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","8.25","F","none","Pieridae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.5","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv042","mo_priv042","mo","wildlife_hab_planting","post",7,25,2024,4,1323,"IS",88,1,0,"BUTT","0.25","N","brown eye susan","Nymphalidae","see veg survey",NA,NA,"mo_priv042_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","4.75","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"SBB","1","N","Veronia",NA,"see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","0.5","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","6.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","0.25","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","0.25","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"SBB","2.5","N","Veronia",NA,"see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"SBB","2.5","N","Veronia",NA,"see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","0.75","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","2.75","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","0.5","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","0.25","F","none","Pieridae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","0.25","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","0.25","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","0.25","F","none","Pieridae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv001","mo_priv001","mo","wildlife_hab_planting","post",7,29,2024,4,1328,"IS",92,2,0,"BUTT","1.25","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv001_v4_y2024"
"priv002","mo_priv002","mo","wildlife_hab_planting","post",7,29,2024,4,1300,"WB",91,1,0,"BUTT","0.5","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo","wildlife_hab_planting","post",7,29,2024,4,1300,"WB",91,1,0,"BUTT","0.5","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo","wildlife_hab_planting","post",7,29,2024,4,1300,"WB",91,1,0,"BUTT","0.75","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo","wildlife_hab_planting","post",7,29,2024,4,1300,"WB",91,1,0,"SGB","1","N","Heliopsis",NA,"see veg survey",NA,NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo","wildlife_hab_planting","post",7,29,2024,4,1300,"WB",91,1,0,"BUTT","2","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo","wildlife_hab_planting","post",7,29,2024,4,1300,"WB",91,1,0,"BUTT","15","F","none","swallowtail","see veg survey",NA,NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo","wildlife_hab_planting","post",7,29,2024,4,1300,"WB",91,1,0,"MNB","1","N","ROUND coneflower","Halictus","see veg survey",NA,NA,"mo_priv002_v4_y2024"
"priv002","mo_priv002","mo","wildlife_hab_planting","post",7,29,2024,4,1300,"WB",91,1,0,"BUTT","5","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv002_v4_y2024"
"priv003","mo_priv003","mo","wildlife_hab_planting","Probably functionally ""pre"" but technically 4 years post...additional new seed mix added 2025 (probably bc first time didn’t work)",7,29,2024,4,1205,"WB",87,2,0,"BUTT","7","F","none","Pieridae","see veg survey",NA,NA,"mo_priv003_v4_y2024"
"priv003","mo_priv003","mo","wildlife_hab_planting","Probably functionally ""pre"" but technically 4 years post...additional new seed mix added 2025 (probably bc first time didn’t work)",7,29,2024,4,1205,"WB",87,2,0,"BUTT","7","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv003_v4_y2024"
"priv003","mo_priv003","mo","wildlife_hab_planting","Probably functionally ""pre"" but technically 4 years post...additional new seed mix added 2025 (probably bc first time didn’t work)",7,29,2024,4,1205,"WB",87,2,0,"BUTT","5","F","none",NA,"see veg survey",NA,NA,"mo_priv003_v4_y2024"
"priv003","mo_priv003","mo","wildlife_hab_planting","Probably functionally ""pre"" but technically 4 years post...additional new seed mix added 2025 (probably bc first time didn’t work)",7,29,2024,4,1205,"WB",87,2,0,"BUTT","6","F","none",NA,"see veg survey",NA,NA,"mo_priv003_v4_y2024"
"priv003","mo_priv003","mo","wildlife_hab_planting","Probably functionally ""pre"" but technically 4 years post...additional new seed mix added 2025 (probably bc first time didn’t work)",7,29,2024,4,1205,"WB",87,2,0,"BUTT","5","F","none","Pieridae","see veg survey",NA,NA,"mo_priv003_v4_y2024"
"priv003","mo_priv003","mo","wildlife_hab_planting","Probably functionally ""pre"" but technically 4 years post...additional new seed mix added 2025 (probably bc first time didn’t work)",7,29,2024,4,1205,"WB",87,2,0,"BUTT","10","F","none","Pieridae","see veg survey",NA,NA,"mo_priv003_v4_y2024"
"priv013","mo_priv013","mo","wildlife_hab_planting","early post? (planted 2023)",7,29,2024,4,1012,"IS",84,2,0,"BUTT","11.25","F","none","Pieridae","see veg survey",NA,NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo","wildlife_hab_planting","early post? (planted 2023)",7,29,2024,4,1012,"IS",84,2,0,"BUTT","0.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo","wildlife_hab_planting","early post? (planted 2023)",7,29,2024,4,1012,"IS",84,2,0,"BUTT","8.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo","wildlife_hab_planting","early post? (planted 2023)",7,29,2024,4,1012,"IS",84,2,0,"BUTT","8.75","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo","wildlife_hab_planting","early post? (planted 2023)",7,29,2024,4,1012,"IS",84,2,0,"CB","0.75","F","none",NA,"see veg survey",NA,NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo","wildlife_hab_planting","early post? (planted 2023)",7,29,2024,4,1012,"IS",84,2,0,"BUTT","4.5","F","none","Pieridae","see veg survey",NA,NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo","wildlife_hab_planting","early post? (planted 2023)",7,29,2024,4,1012,"IS",84,2,0,"BUTT","1","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo","wildlife_hab_planting","early post? (planted 2023)",7,29,2024,4,1012,"IS",84,2,0,"BUTT","0.75","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv013_v4_y2024"
"priv013","mo_priv013","mo","wildlife_hab_planting","early post? (planted 2023)",7,29,2024,4,1012,"IS",84,2,0,"BUTT","0.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv013_v4_y2024"
"priv043","mo_priv043","mo","wildlife_hab_planting","pre",7,29,2024,4,1122,"IS",87,1,0,"no_bees","n/a","n/a","none",NA,"see veg survey",NA,NA,"mo_priv043_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"BUTT","3.75","N","Lotus","Nymphalidae","see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"MNB","3","N","coneflower",NA,"see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"BUTT","2.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"BUTT","2.5","N","Lotus","blue Lycaenidae","see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"HB","0.25","N","Lotus",NA,"see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"BUTT","0.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"BUTT","0.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"BUTT","0.75","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"BUTT","0.25","F","none","skipper","see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"MNB","0","R","observer",NA,"see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv004","mo_priv004","mo","wildlife_hab_planting","post",7,30,2024,4,1402,"IS",83,3,25,"MNB","0","R","observer",NA,"see veg survey",NA,NA,"mo_priv004_v4_y2024"
"priv005","mo_priv005","mo","wildlife_hab_planting","post",7,30,2024,4,1340,"WB",89,4,25,"BUTT","0.5","N","Heliopsis","Nymphalidae","see veg survey",NA,NA,"mo_priv005_v4_y2024"
"priv019","mo_priv019","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1133,"IS",87,3,25,"BUTT","6.25","N","white clover","skipper","see veg survey",NA,NA,"mo_priv019_v4_y2024"
"priv019","mo_priv019","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1133,"IS",87,3,25,"BUTT","0.5","F","none","Pieridae","see veg survey",NA,NA,"mo_priv019_v4_y2024"
"priv019","mo_priv019","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1133,"IS",87,3,25,"SGB","0.25","N","Veronia",NA,"see veg survey",NA,NA,"mo_priv019_v4_y2024"
"priv019","mo_priv019","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1133,"IS",87,3,25,"BUTT","2.5","F","none","Pieridae","see veg survey",NA,NA,"mo_priv019_v4_y2024"
"priv019","mo_priv019","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1133,"IS",87,3,25,"SGB","0.25","N","indian blanket flower",NA,"see veg survey",NA,NA,"mo_priv019_v4_y2024"
"priv019","mo_priv019","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1133,"IS",87,3,25,"SGB","0.25","N","indian blanket flower",NA,"see veg survey",NA,NA,"mo_priv019_v4_y2024"
"priv019","mo_priv019","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1133,"IS",87,3,25,"BUTT","1","R","forb","skipper","see veg survey",NA,NA,"mo_priv019_v4_y2024"
"priv019","mo_priv019","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1133,"IS",87,3,25,"BUTT","8.5","F","none",NA,"see veg survey",NA,NA,"mo_priv019_v4_y2024"
"priv019","mo_priv019","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1133,"IS",87,3,25,"BUTT","9","N","Carduus","black swallowtail","see veg survey",NA,NA,"mo_priv019_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"BB","6.5","F","none",NA,"see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"BUTT","10.25","F","none","tiger swallowtail","see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"BUTT","0.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"BUTT","2.75","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"BUTT","0.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"BUTT","1.25","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"MNB","0.75","F","none",NA,"see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"BUTT","0.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"SBB","0.5","N","Fleabane",NA,"see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"BUTT","6.25","F","none","Pieridae","see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv020","mo_priv020","mo","wildlife_hab_planting","intermediate post",7,30,2024,4,1241,"IS",89,0,100,"BUTT","3.5","F","none","blue Lycaenidae","see veg survey",NA,NA,"mo_priv020_v4_y2024"
"priv021","mo_priv021","mo","wildlife_hab_planting","pre",7,30,2024,4,1020,"WB",86,2,25,"BUTT","2.5","F","none","Pieridae","see veg survey",NA,NA,"mo_priv021_v4_y2024"
"priv021","mo_priv021","mo","wildlife_hab_planting","pre",7,30,2024,4,1020,"WB",86,2,25,"BUTT","2.5","F","none","Pieridae","see veg survey",NA,NA,"mo_priv021_v4_y2024"
"priv021","mo_priv021","mo","wildlife_hab_planting","pre",7,30,2024,4,1020,"WB",86,2,25,"BB","2","N","Solanum",NA,"see veg survey",NA,NA,"mo_priv021_v4_y2024"
"priv021","mo_priv021","mo","wildlife_hab_planting","pre",7,30,2024,4,1020,"WB",86,2,25,"BUTT","1","R","none","skipper","see veg survey",NA,NA,"mo_priv021_v4_y2024"
"priv021","mo_priv021","mo","wildlife_hab_planting","pre",7,30,2024,4,1020,"WB",86,2,25,"BUTT","4","F","none",NA,"see veg survey",NA,NA,"mo_priv021_v4_y2024"
"priv021","mo_priv021","mo","wildlife_hab_planting","pre",7,30,2024,4,1020,"WB",86,2,25,"BUTT","17.5","F","none","Pieridae?","see veg survey",NA,NA,"mo_priv021_v4_y2024"
"priv021","mo_priv021","mo","wildlife_hab_planting","pre",7,30,2024,4,1020,"WB",86,2,25,"BUTT","2","F","none","Nymphalidae","see veg survey",NA,NA,"mo_priv021_v4_y2024"
"priv023","mo_priv023","mo","prescribed_grazing","pre",8,5,2024,4,1125,"KM",87,4,25,"BUTT","2","F","none","small white","see veg survey",NA,NA,"mo_priv023_v4_y2024"
"priv023","mo_priv023","mo","prescribed_grazing","pre",8,5,2024,4,1125,"KM",87,4,25,"BUTT","8","F","none","small white","see veg survey",NA,NA,"mo_priv023_v4_y2024"
